,id,campaign_id,coupon_id,customer_id,redemption_status,recency,history,used_discount,used_bogo,is_referral,channel,offer,conversion
36354,59650,8,103,91,0,3,54.01,0,1,0,Web,Discount,0
36355,59651,29,868,1198,0,8,79.76,1,0,1,Phone,Buy One Get One,0
36356,59652,8,979,805,0,2,29.99,1,0,1,Web,Discount,0
36357,59653,26,1000,935,0,9,83.34,0,1,0,Web,No Offer,0
36358,59654,8,559,265,0,10,814.22,1,0,1,Phone,No Offer,0
36359,59655,7,691,992,0,2,216.28,1,0,0,Multichannel,Buy One Get One,0
36360,59657,13,796,1324,0,7,47.36,1,0,1,Web,Buy One Get One,0
36361,59659,30,438,927,0,1,297.33,1,0,0,Web,No Offer,0
36362,59662,13,117,332,0,1,324.17,1,0,0,Web,Discount,1
36363,59664,8,782,537,0,12,302.7,0,1,0,Phone,Buy One Get One,1
36364,59665,13,673,1552,0,11,165.38,1,0,0,Web,Discount,0
36365,59667,26,611,1261,0,10,29.99,1,0,0,Web,Buy One Get One,0
36366,59668,4,407,784,0,9,29.99,0,1,1,Web,Discount,0
36367,59669,13,277,1122,0,7,125.48,0,1,1,Phone,Discount,0
36368,59670,12,492,141,0,12,53.52,1,0,0,Phone,No Offer,0
36369,59672,13,136,391,0,2,534.88,1,0,1,Web,Discount,0
36370,59673,11,669,703,0,10,346.55,0,1,0,Phone,No Offer,0
36371,59678,13,513,1346,0,10,39.31,1,0,0,Web,Buy One Get One,0
36372,59680,27,728,1387,0,1,420.05,1,1,0,Multichannel,Discount,0
36373,59681,8,67,469,0,1,317.5,0,1,0,Web,No Offer,0
36374,59683,13,127,861,0,3,66.09,1,0,0,Phone,No Offer,0
36375,59684,8,846,554,0,1,560.41,0,1,1,Web,Discount,0
36376,59685,8,51,1028,0,1,29.99,1,0,0,Phone,Discount,1
36377,59686,8,76,53,0,2,181.68,0,1,1,Phone,Discount,0
36378,59687,10,824,832,0,1,81.76,0,1,0,Web,No Offer,0
36379,59688,10,15,987,0,10,137.71,1,0,0,Web,Buy One Get One,0
36380,59690,13,150,1267,0,7,463.1,1,0,0,Phone,Buy One Get One,0
36381,59693,13,617,302,0,11,29.99,1,0,0,Web,Discount,1
36382,59694,9,607,749,0,8,203.68,1,0,1,Web,No Offer,0
36383,59695,8,84,239,0,1,166.87,1,0,0,Web,Discount,0
36384,59696,28,441,1014,0,3,186.41,0,1,1,Web,Discount,0
36385,59697,13,773,13,0,3,69.24,0,1,1,Web,Buy One Get One,0
36386,59699,13,719,124,0,5,199.85,1,0,1,Phone,No Offer,0
36387,59700,26,985,687,0,10,29.99,1,0,0,Web,Buy One Get One,0
36388,59701,13,1021,367,0,5,630.33,1,1,1,Web,No Offer,1
36389,59702,8,741,1145,0,6,429.57,1,1,1,Phone,No Offer,0
36390,59703,26,317,1309,0,3,228.74,1,1,0,Web,Buy One Get One,0
36391,59704,29,674,1099,0,10,57.09,1,0,0,Phone,Buy One Get One,0
36392,59705,13,731,970,0,1,1178.41,1,0,1,Web,Buy One Get One,1
36393,59708,30,974,401,0,9,82.11,1,0,0,Web,Discount,0
36394,59709,8,54,363,0,8,50.55,0,1,0,Phone,Discount,0
36395,59710,8,1085,1172,0,2,654.9,0,1,1,Phone,Buy One Get One,0
36396,59711,13,121,1117,0,12,189.54,1,0,0,Phone,No Offer,0
36397,59712,29,800,555,0,11,227.16,0,1,0,Web,No Offer,0
36398,59714,9,635,1319,0,5,94.23,1,0,0,Web,No Offer,1
36399,59715,11,1044,1146,0,10,145.55,0,1,1,Phone,No Offer,0
36400,59716,13,117,1142,0,10,402.4,1,1,0,Phone,Discount,0
36401,59717,13,150,574,0,10,59.54,0,1,1,Phone,Buy One Get One,0
36402,59718,26,305,1522,0,4,173.76,1,0,0,Web,Buy One Get One,0
36403,59719,5,893,301,0,10,393.3,1,0,0,Web,Discount,0
36404,59721,13,617,489,0,7,403.01,0,1,0,Multichannel,No Offer,0
36405,59722,8,883,457,0,2,1063.41,1,0,1,Phone,No Offer,0
36406,59723,8,81,469,0,3,543.5,0,1,1,Multichannel,Buy One Get One,0
36407,59724,5,893,802,0,10,212.55,0,1,0,Phone,Discount,0
36408,59725,13,22,1485,0,9,78.26,1,0,0,Web,Discount,0
36409,59726,8,256,5,0,2,35.44,1,0,1,Phone,Buy One Get One,0
36410,59727,26,298,98,0,2,124.14,1,0,0,Phone,No Offer,0
36411,59728,8,554,223,0,5,68.03,1,0,1,Phone,Buy One Get One,0
36412,59730,9,705,894,0,1,29.99,1,0,1,Phone,Discount,0
36413,59734,8,12,330,0,1,803.78,1,1,1,Multichannel,No Offer,0
36414,59735,8,942,118,0,10,91.55,0,1,0,Phone,Buy One Get One,0
36415,59737,13,128,800,0,4,29.99,0,1,1,Phone,Buy One Get One,0
36416,59738,8,98,775,0,1,86.98,1,0,0,Web,Buy One Get One,0
36417,59742,30,363,368,0,10,62.34,0,1,1,Web,Buy One Get One,0
36418,59746,8,761,208,0,6,204.43,1,0,1,Phone,Discount,0
36419,59747,29,3,637,0,2,53.84,1,0,0,Web,No Offer,0
36420,59749,13,472,105,0,6,111.54,0,1,0,Phone,Discount,0
36421,59752,8,45,602,0,12,466.96,1,0,1,Multichannel,No Offer,0
36422,59754,13,146,269,0,5,122.17,0,1,0,Web,No Offer,0
36423,59755,9,578,455,0,6,485.21,1,0,0,Web,No Offer,0
36424,59756,5,1043,1273,0,3,59.12,0,1,0,Web,Discount,0
36425,59757,7,687,119,0,1,241.82,1,0,1,Multichannel,Discount,0
36426,59759,13,773,251,0,2,316.74,0,1,1,Web,No Offer,0
36427,59761,8,285,94,0,1,815.13,1,1,1,Multichannel,No Offer,0
36428,59763,13,1032,1200,0,1,29.99,1,0,1,Web,Discount,0
36429,59764,13,129,748,0,6,63.22,0,1,0,Web,Buy One Get One,1
36430,59765,11,910,1411,0,10,221.29,1,0,1,Multichannel,Buy One Get One,0
36431,59767,10,280,245,0,4,255.21,0,1,0,Web,No Offer,0
36432,59769,13,504,854,0,2,141.35,1,0,1,Web,Buy One Get One,0
36433,59770,11,980,494,0,2,1035.09,0,1,1,Multichannel,Discount,1
36434,59771,8,73,866,0,1,654.89,1,0,1,Multichannel,Buy One Get One,0
36435,59772,30,552,1547,0,9,133.1,0,1,0,Phone,Discount,1
36436,59773,8,74,1081,0,3,130.6,0,1,1,Phone,No Offer,0
36437,59775,13,172,429,0,1,343.39,1,0,0,Web,Buy One Get One,1
36438,59779,8,916,143,0,3,1049.97,1,1,1,Phone,Discount,0
36439,59780,13,714,814,0,1,218.6,1,1,1,Phone,No Offer,0
36440,59782,26,1053,1544,0,7,389.3,0,1,0,Phone,Buy One Get One,0
36441,59783,13,268,321,0,2,161.45,0,1,1,Web,Discount,0
36442,59784,8,102,824,0,10,56.71,1,0,0,Web,Discount,0
36443,59785,8,627,686,0,9,34.78,0,1,1,Phone,Discount,0
36444,59787,13,920,858,0,6,104.55,1,0,1,Phone,Buy One Get One,0
36445,59790,30,672,17,0,2,225.13,1,1,1,Web,Buy One Get One,0
36446,59791,8,79,1398,0,4,57.07,0,1,1,Web,Discount,1
36447,59792,8,782,1468,0,1,556.23,0,1,1,Multichannel,No Offer,0
36448,59793,9,705,902,0,10,88.25,0,1,1,Web,Discount,1
36449,59795,13,773,393,0,6,347.77,1,1,1,Phone,Discount,0
36450,59799,8,661,276,0,7,381.44,0,1,0,Multichannel,Discount,0
36451,59801,13,850,1174,0,1,710.36,0,1,1,Multichannel,Discount,0
36452,59802,13,119,748,0,8,260.46,1,0,0,Multichannel,Discount,0
36453,59803,13,1033,1369,0,9,107.68,1,0,1,Phone,Buy One Get One,0
36454,59805,30,333,222,0,9,290.96,1,1,0,Phone,Discount,0
36455,59807,8,432,1165,0,3,187.48,1,0,0,Phone,Discount,0
36456,59808,8,57,174,0,10,200.13,1,0,0,Multichannel,Buy One Get One,1
36457,59810,10,732,627,1,5,328.85,0,1,0,Phone,Buy One Get One,0
36458,59811,12,107,528,0,2,29.99,0,1,1,Phone,No Offer,0
36459,59813,26,326,590,0,4,375.32,1,1,1,Multichannel,Buy One Get One,0
36460,59815,8,92,776,0,11,29.99,1,0,0,Web,Buy One Get One,0
36461,59817,8,1058,926,0,9,810.64,0,1,1,Phone,Buy One Get One,0
36462,59818,30,566,946,0,7,371.51,0,1,1,Multichannel,Buy One Get One,1
36463,59819,30,470,222,0,10,68.85,0,1,1,Phone,No Offer,0
36464,59820,26,536,207,0,5,123.3,1,0,1,Web,Buy One Get One,0
36465,59822,7,986,1192,0,5,29.99,1,0,0,Phone,Buy One Get One,0
36466,59823,30,639,1288,0,9,166.97,1,0,1,Web,Discount,0
36467,59824,8,45,830,0,7,425.61,1,0,0,Web,Discount,0
36468,59826,12,1063,386,0,11,721.57,1,1,1,Phone,Discount,1
36469,59827,10,15,1285,0,4,29.99,1,0,0,Web,Buy One Get One,0
36470,59829,4,651,78,0,1,237.81,0,1,0,Phone,Buy One Get One,0
36471,59832,8,256,1188,0,5,46.05,1,0,0,Web,No Offer,0
36472,59833,8,759,113,0,4,334.67,1,0,0,Phone,No Offer,1
36473,59834,29,619,57,0,1,29.99,0,1,0,Phone,Discount,1
36474,59835,8,95,176,0,9,289.89,1,1,0,Phone,Discount,0
36475,59837,13,434,460,0,1,712.87,1,0,1,Multichannel,Discount,0
36476,59839,26,729,1309,0,7,133.6,0,1,0,Web,No Offer,0
36477,59842,5,455,1404,0,9,193.88,1,0,1,Web,Buy One Get One,0
36478,59843,13,253,1489,0,4,143.01,0,1,1,Phone,Buy One Get One,0
36479,59846,13,139,1144,0,6,240.61,1,0,1,Phone,Discount,0
36480,59849,26,377,204,0,1,1761.53,1,1,1,Multichannel,No Offer,0
36481,59851,8,13,1474,0,9,196.17,1,0,1,Web,No Offer,0
36482,59852,13,277,103,0,1,1305.95,0,1,1,Multichannel,Buy One Get One,0
36483,59854,12,466,528,0,9,315.49,1,1,1,Phone,No Offer,0
36484,59859,8,970,1208,0,6,29.99,1,0,0,Web,Buy One Get One,0
36485,59860,9,535,211,0,10,40.01,1,0,0,Phone,Buy One Get One,1
36486,59863,26,925,882,0,12,170.64,1,0,0,Web,No Offer,0
36487,59864,29,265,96,0,9,184.27,1,0,0,Web,Discount,0
36488,59866,8,65,1126,0,3,52.95,0,1,1,Web,Buy One Get One,0
36489,59867,26,368,631,0,1,308.29,1,1,0,Phone,Buy One Get One,0
36490,59868,30,288,1467,0,1,68.24,1,0,1,Phone,Buy One Get One,0
36491,59869,13,244,483,0,4,140.92,0,1,1,Web,No Offer,0
36492,59871,10,279,1224,0,4,29.99,1,0,1,Phone,Discount,0
36493,59872,30,297,1542,0,6,29.99,1,0,0,Phone,Buy One Get One,0
36494,59873,13,167,1375,0,1,215.69,1,1,1,Multichannel,Buy One Get One,0
36495,59874,8,889,797,0,11,184.01,0,1,0,Web,Discount,0
36496,59875,26,931,687,0,11,228.85,0,1,0,Phone,Discount,0
36497,59876,11,658,281,0,4,512.6,1,1,1,Web,Buy One Get One,0
36498,59877,13,112,395,0,4,293.42,1,0,0,Multichannel,No Offer,1
36499,59879,26,326,801,0,1,120.92,1,0,1,Phone,Discount,0
36500,59880,8,661,679,0,11,130.61,0,1,1,Web,No Offer,1
36501,59881,13,888,470,0,2,64.37,1,0,1,Web,No Offer,1
36502,59882,9,19,528,0,9,321.74,1,0,0,Web,Discount,1
36503,59887,26,666,632,0,8,29.99,1,0,0,Web,Discount,0
36504,59888,8,727,505,0,11,71.11,0,1,1,Web,No Offer,0
36505,59889,8,494,162,0,8,217.16,0,1,1,Web,Discount,0
36506,59890,9,607,1169,0,2,1094.7,1,1,1,Web,No Offer,1
36507,59892,10,689,1246,0,9,29.99,0,1,1,Web,No Offer,0
36508,59893,30,909,1079,0,7,121.87,0,1,0,Web,Buy One Get One,0
36509,59895,9,578,797,0,2,525.95,0,1,1,Web,Discount,0
36510,59896,13,681,303,0,1,29.99,0,1,1,Web,No Offer,0
36511,59897,8,727,1436,0,4,933.21,1,0,1,Phone,Discount,0
36512,59899,13,850,235,0,6,85.53,0,1,1,Phone,Buy One Get One,0
36513,59900,7,986,1537,0,5,391.61,1,0,0,Web,Discount,0
36514,59901,8,583,865,0,5,161.21,1,0,1,Web,No Offer,0
36515,59904,8,725,612,0,5,65.86,1,0,1,Web,No Offer,0
36516,59905,26,605,1464,0,1,57.32,1,0,0,Phone,Buy One Get One,0
36517,59909,11,1012,1391,0,9,511.6,0,1,1,Multichannel,No Offer,0
36518,59910,8,96,1369,0,1,29.99,1,0,1,Web,Buy One Get One,0
36519,59911,8,8,1355,0,9,48.94,0,1,0,Phone,Discount,0
36520,59914,13,510,1282,0,2,472.82,0,1,0,Web,No Offer,1
36521,59915,8,979,1582,0,10,208.78,1,0,0,Phone,Buy One Get One,0
36522,59916,13,472,1481,0,1,81.37,1,0,0,Phone,Buy One Get One,0
36523,59917,8,248,226,0,9,387.33,1,0,1,Phone,Buy One Get One,0
36524,59918,5,663,1014,0,3,29.99,1,0,0,Phone,No Offer,0
36525,59919,8,928,684,0,8,169.69,1,0,1,Web,Discount,0
36526,59921,10,106,686,0,1,147.62,1,0,1,Phone,No Offer,0
36527,59922,8,744,196,0,9,29.99,1,0,0,Phone,Buy One Get One,0
36528,59926,8,76,40,0,5,81.23,1,0,1,Web,Discount,0
36529,59928,30,686,241,0,10,48.74,0,1,1,Phone,Discount,0
36530,59929,8,805,1039,0,2,402.59,1,0,0,Web,Discount,0
36531,59932,30,291,1106,0,9,29.99,1,0,0,Phone,Discount,0
36532,59933,8,672,974,0,1,342.85,0,1,0,Web,No Offer,0
36533,59934,8,879,1580,0,5,133.55,1,0,1,Phone,No Offer,0
36534,59935,29,613,1398,0,3,290.11,1,0,1,Multichannel,Buy One Get One,0
36535,59937,26,658,588,0,2,138.95,1,0,0,Phone,No Offer,0
36536,59940,2,642,1241,0,9,213.17,0,1,1,Web,Discount,0
36537,59941,30,366,1309,0,8,40.18,0,1,1,Web,Discount,0
36538,59942,9,870,525,0,7,134.3,0,1,0,Web,No Offer,0
36539,59943,13,886,1305,0,9,29.99,0,1,0,Phone,Buy One Get One,0
36540,59944,30,668,569,0,10,365.75,1,1,0,Phone,No Offer,0
36541,59946,8,807,1039,0,8,190.95,1,0,0,Web,Buy One Get One,0
36542,59948,13,293,87,0,7,43.2,1,0,1,Phone,Buy One Get One,1
36543,59950,26,379,273,0,11,35.49,0,1,0,Phone,No Offer,1
36544,59952,11,1099,1516,0,10,251.53,1,1,0,Phone,No Offer,0
36545,59953,30,260,867,0,10,417.72,1,0,1,Multichannel,Discount,0
36546,59956,26,468,969,0,11,37.85,1,0,0,Web,Discount,0
36547,59957,26,1,293,0,2,533.37,1,0,1,Web,No Offer,0
36548,59958,26,666,673,0,5,321.13,1,0,1,Multichannel,Discount,0
36549,59962,13,909,155,0,2,29.99,0,1,1,Phone,Discount,0
36550,59963,13,134,223,0,4,51.8,0,1,0,Web,Buy One Get One,0
36551,59968,8,91,1012,0,6,104.23,0,1,0,Phone,Buy One Get One,1
36552,59969,4,407,38,0,6,36.83,1,0,1,Phone,Buy One Get One,0
36553,59970,13,152,849,0,9,519.28,0,1,1,Multichannel,Buy One Get One,1
36554,59971,27,1095,1463,0,6,123.64,0,1,1,Phone,Discount,0
36555,59972,13,22,1534,1,10,145.45,1,0,0,Web,Discount,0
36556,59973,8,915,153,0,4,93.88,0,1,1,Web,No Offer,0
36557,59974,8,447,333,0,11,160.53,1,0,1,Web,Discount,0
36558,59975,8,722,969,0,8,92.9,1,0,0,Phone,No Offer,0
36559,59980,26,358,63,0,3,234.31,0,1,0,Web,Buy One Get One,0
36560,59981,8,865,1531,0,5,51.03,1,0,0,Phone,No Offer,0
36561,59982,8,1045,724,0,6,115.77,1,0,1,Web,Discount,0
36562,59983,13,692,1339,0,11,320.41,1,0,0,Multichannel,Discount,0
36563,59987,10,280,377,0,10,170.95,1,0,1,Web,Discount,0
36564,59988,12,572,241,0,11,29.99,0,1,0,Web,No Offer,0
36565,59989,26,991,576,0,10,483.8,1,0,0,Multichannel,Buy One Get One,0
36566,59991,8,741,637,0,10,137.74,1,0,1,Web,Discount,0
36567,59993,2,744,1497,0,6,200.98,1,0,0,Web,Discount,0
36568,59995,8,970,1010,0,4,29.99,0,1,0,Phone,No Offer,0
36569,59996,8,902,1071,0,10,148.82,1,0,1,Web,Discount,0
36570,59998,11,759,966,0,10,239.6,0,1,0,Multichannel,No Offer,0
36571,60001,8,73,1408,0,2,238.08,1,0,1,Phone,Discount,0
36572,60002,8,6,578,0,9,225.11,0,1,0,Phone,No Offer,0
36573,60003,13,171,616,0,1,628.28,1,1,1,Phone,No Offer,0
36574,60004,8,885,906,0,7,72.22,1,0,0,Web,Discount,0
36575,60006,9,705,861,0,1,393.88,1,1,0,Multichannel,Buy One Get One,1
36576,60007,13,114,881,0,2,253.22,0,1,1,Phone,Buy One Get One,0
36577,60008,13,284,655,0,11,358.76,0,1,0,Web,Discount,0
36578,60009,4,104,1196,0,9,29.99,1,0,1,Web,No Offer,0
36579,60010,13,1108,279,0,1,33.56,0,1,0,Phone,Buy One Get One,0
36580,60011,11,910,978,0,4,193.37,0,1,1,Phone,Discount,1
36581,60012,29,538,63,0,1,1124.94,0,1,1,Multichannel,Discount,0
36582,60013,13,113,1327,0,2,65.18,0,1,1,Web,Buy One Get One,0
36583,60015,8,100,206,0,2,532.61,1,0,1,Web,Buy One Get One,0
36584,60016,30,704,464,0,9,439.61,0,1,0,Web,Buy One Get One,0
36585,60017,7,641,518,0,2,1370.47,1,0,1,Web,Discount,0
36586,60018,8,627,1033,0,5,191.15,0,1,0,Web,Discount,0
36587,60019,11,669,230,0,4,685.86,1,1,1,Phone,Buy One Get One,0
36588,60020,8,627,1158,0,1,225.46,0,1,0,Phone,Buy One Get One,0
36589,60021,8,1086,633,0,12,50.59,1,0,0,Web,Discount,1
36590,60022,2,1107,823,0,4,424.28,1,0,0,Multichannel,Buy One Get One,0
36591,60023,29,800,63,1,11,51.33,0,1,1,Phone,Discount,0
36592,60024,26,824,1174,0,4,509.62,1,1,1,Phone,Discount,1
36593,60025,29,1046,659,0,4,29.99,1,0,1,Web,No Offer,1
36594,60026,8,11,86,0,5,96.61,0,1,1,Web,Discount,0
36595,60028,29,896,26,0,1,302.04,0,1,0,Web,Buy One Get One,0
36596,60031,8,1081,40,1,8,410.8,1,0,0,Multichannel,No Offer,0
36597,60034,7,1050,1085,0,2,596.81,0,1,1,Web,No Offer,0
36598,60037,9,19,1471,0,10,29.99,1,0,0,Web,Buy One Get One,1
36599,60041,13,27,800,0,10,37.22,0,1,0,Phone,No Offer,0
36600,60042,8,884,64,0,3,168.56,1,0,0,Web,Discount,0
36601,60043,8,804,216,0,3,475.91,0,1,0,Web,Discount,0
36602,60046,13,131,962,0,9,191.44,1,0,0,Phone,No Offer,0
36603,60047,26,1093,1309,0,2,308.24,0,1,1,Multichannel,Buy One Get One,0
36604,60049,8,11,208,0,5,29.99,1,0,1,Phone,Discount,0
36605,60050,8,430,598,0,6,153.9,0,1,0,Phone,Buy One Get One,0
36606,60051,11,1044,60,0,1,289.24,0,1,1,Phone,No Offer,0
36607,60052,10,15,1415,0,9,418.03,0,1,1,Multichannel,Buy One Get One,0
36608,60053,13,146,1570,0,2,55.85,1,0,1,Phone,No Offer,0
36609,60056,8,645,474,0,1,227.74,0,1,1,Phone,Buy One Get One,0
36610,60057,13,169,665,0,6,29.99,1,0,1,Phone,No Offer,0
36611,60059,13,617,545,0,4,138.06,0,1,0,Web,Buy One Get One,1
36612,60060,13,244,553,0,1,394.79,1,1,0,Multichannel,No Offer,1
36613,60061,5,1043,281,0,4,40.3,1,0,0,Phone,Discount,0
36614,60062,8,806,951,0,1,569.3,1,0,1,Phone,Buy One Get One,1
36615,60063,30,614,1290,0,6,421.24,1,1,0,Phone,Buy One Get One,0
36616,60064,30,431,1574,0,6,29.99,0,1,0,Web,Discount,0
36617,60065,4,791,1071,0,1,36.26,0,1,0,Web,No Offer,0
36618,60067,13,440,1520,0,2,117.48,1,0,1,Phone,No Offer,0
36619,60068,13,152,274,0,11,212.21,1,0,1,Phone,Buy One Get One,0
36620,60069,8,744,636,0,1,2072.15,1,1,1,Multichannel,Buy One Get One,1
36621,60070,8,733,396,0,1,230.63,1,0,1,Web,Buy One Get One,1
36622,60072,13,129,1072,0,2,68.89,0,1,0,Web,Buy One Get One,0
36623,60074,8,1059,1549,0,10,95.48,1,0,0,Web,Buy One Get One,0
36624,60076,13,586,402,0,10,86.45,0,1,1,Web,Buy One Get One,0
36625,60077,30,754,857,1,6,215.38,1,0,0,Phone,Buy One Get One,0
36626,60079,7,691,332,0,9,29.99,1,0,0,Phone,Buy One Get One,0
36627,60081,13,112,529,0,7,29.99,1,0,1,Phone,No Offer,0
36628,60082,13,167,1470,0,2,29.99,1,0,0,Phone,No Offer,0
36629,60084,8,579,343,0,10,169.76,0,1,1,Web,No Offer,0
36630,60085,8,928,1017,0,5,168.74,0,1,1,Web,Buy One Get One,0
36631,60086,8,672,53,0,9,127.97,1,0,0,Phone,Discount,0
36632,60087,2,981,1449,0,10,322.45,1,1,0,Phone,Discount,0
36633,60088,13,164,433,0,7,854.29,1,1,1,Web,Discount,1
36634,60090,11,658,1520,0,1,84.71,1,0,1,Phone,No Offer,0
36635,60092,26,466,869,0,11,355.56,0,1,0,Phone,No Offer,0
36636,60096,13,275,1573,0,9,608.14,0,1,1,Phone,Buy One Get One,0
36637,60097,13,995,1458,0,12,44.32,1,0,1,Phone,Buy One Get One,0
36638,60099,10,431,1302,0,6,130.37,1,0,0,Web,Buy One Get One,0
36639,60101,13,763,1480,0,3,403.94,1,0,0,Phone,Discount,0
36640,60102,30,366,1060,0,11,234.91,1,0,0,Phone,Buy One Get One,0
36641,60103,8,1049,982,0,10,192.24,1,0,1,Phone,Buy One Get One,0
36642,60105,13,1100,1428,0,1,543.83,0,1,1,Phone,Buy One Get One,0
36643,60108,13,143,1339,0,5,125.6,0,1,1,Phone,Buy One Get One,0
36644,60109,4,860,675,0,10,1162.16,0,1,1,Phone,No Offer,0
36645,60111,8,928,1257,0,5,564.59,1,1,1,Web,Discount,0
36646,60113,8,804,1549,0,5,29.99,0,1,1,Phone,Discount,0
36647,60114,30,574,626,0,4,293.7,0,1,1,Multichannel,No Offer,0
36648,60115,13,773,548,0,12,415.01,0,1,0,Web,Buy One Get One,0
36649,60116,29,1040,1198,0,1,767.67,0,1,1,Multichannel,Buy One Get One,0
36650,60119,7,687,1093,0,3,327.59,0,1,0,Phone,Discount,0
36651,60120,8,60,678,0,2,294.96,0,1,1,Phone,No Offer,0
36652,60121,13,159,927,0,10,58.83,0,1,1,Web,Buy One Get One,0
36653,60123,8,532,700,0,1,79.8,1,0,1,Phone,No Offer,0
36654,60124,5,893,407,0,9,199.09,1,0,0,Web,No Offer,0
36655,60125,28,1041,1547,0,10,29.99,0,1,1,Phone,Buy One Get One,0
36656,60126,13,160,1465,0,6,370.19,0,1,0,Web,Buy One Get One,0
36657,60128,9,19,924,0,7,1104.97,0,1,1,Phone,Discount,0
36658,60129,29,674,398,0,10,191.52,0,1,1,Web,No Offer,0
36659,60130,30,923,460,0,11,29.99,1,0,1,Web,Buy One Get One,0
36660,60132,8,740,707,0,3,261.89,0,1,1,Multichannel,Buy One Get One,0
36661,60135,13,744,1384,0,10,29.99,1,0,0,Web,Buy One Get One,0
36662,60136,12,470,293,0,8,53.93,0,1,0,Phone,Discount,0
36663,60137,26,749,1290,0,4,181.08,0,1,0,Web,Discount,1
36664,60138,8,296,372,0,3,124.88,1,0,0,Web,Discount,0
36665,60141,11,795,736,0,10,51.88,0,1,0,Web,Buy One Get One,0
36666,60144,13,172,1389,0,1,278.38,1,0,1,Phone,Discount,0
36667,60145,26,611,1146,0,10,190.26,1,0,0,Phone,No Offer,0
36668,60147,9,705,1573,0,10,29.99,1,0,1,Web,Discount,0
36669,60148,13,154,749,0,2,299.63,1,0,1,Phone,No Offer,0
36670,60149,8,430,1103,0,4,561.44,0,1,1,Web,Buy One Get One,0
36671,60150,13,714,475,0,1,342.73,0,1,1,Web,Buy One Get One,0
36672,60151,8,1081,1305,0,12,374.2,1,0,0,Phone,No Offer,0
36673,60156,8,11,980,0,8,33.74,0,1,1,Phone,No Offer,0
36674,60157,13,170,939,0,12,296.21,1,0,0,Phone,No Offer,0
36675,60160,8,532,1257,1,4,324.69,0,1,0,Phone,No Offer,0
36676,60161,8,658,164,0,3,1091.04,1,1,1,Web,No Offer,0
36677,60162,8,101,810,0,12,29.99,1,0,1,Web,Buy One Get One,0
36678,60163,13,979,1298,0,3,29.99,0,1,0,Web,No Offer,1
36679,60164,11,913,464,0,12,176.59,1,0,1,Web,Buy One Get One,0
36680,60169,8,56,1231,0,7,223.1,1,0,0,Web,No Offer,0
36681,60171,8,583,653,0,7,29.99,1,0,1,Web,No Offer,0
36682,60172,13,408,1023,0,4,29.99,1,0,1,Phone,No Offer,0
36683,60174,26,349,1010,0,10,261.43,0,1,1,Web,Discount,0
36684,60175,12,526,1167,0,6,29.99,1,0,0,Phone,No Offer,0
36685,60178,13,891,403,0,5,69.82,0,1,0,Phone,Buy One Get One,1
36686,60179,13,561,1097,0,1,76.84,1,0,0,Web,No Offer,0
36687,60180,13,1047,1529,0,8,47.03,1,0,1,Phone,Buy One Get One,0
36688,60181,4,895,704,0,1,267.07,0,1,0,Phone,Discount,0
36689,60182,13,450,1543,0,5,29.99,0,1,0,Phone,Buy One Get One,0
36690,60183,4,803,42,0,4,116.45,1,0,1,Web,No Offer,0
36691,60184,13,603,1312,0,8,31.2,1,0,0,Phone,Discount,0
36692,60186,9,607,1142,0,2,1303.4,1,1,1,Web,No Offer,0
36693,60187,8,293,366,0,1,213.79,1,0,1,Phone,Buy One Get One,0
36694,60188,7,1102,166,0,1,45.55,0,1,0,Phone,No Offer,0
36695,60192,30,297,825,0,11,131.48,0,1,1,Web,Buy One Get One,0
36696,60194,8,792,91,0,2,94.63,1,0,0,Web,No Offer,0
36697,60195,13,139,1419,0,10,67.19,0,1,1,Phone,Buy One Get One,0
36698,60196,30,708,313,0,8,153.93,1,0,0,Phone,Discount,0
36699,60197,13,115,690,0,9,261.05,1,0,1,Web,No Offer,1
36700,60198,8,865,790,0,4,259.29,1,1,0,Phone,Discount,1
36701,60199,29,896,656,0,12,89.49,0,1,0,Web,No Offer,0
36702,60200,13,1047,69,0,3,328.43,1,0,0,Phone,No Offer,0
36703,60201,8,1070,104,0,7,123.27,1,0,1,Web,Discount,0
36704,60202,9,607,119,0,10,50.23,1,0,0,Web,Discount,1
36705,60203,13,992,1290,0,3,181.79,1,0,0,Phone,No Offer,1
36706,60205,13,465,1167,0,12,147.26,0,1,0,Phone,Discount,0
36707,60206,29,1035,1045,0,6,72.52,0,1,0,Web,Discount,0
36708,60208,13,275,1500,0,5,128.07,1,0,1,Phone,Discount,0
36709,60211,8,271,709,0,6,42.35,1,0,1,Web,Discount,0
36710,60212,7,17,1311,0,6,371.37,1,0,0,Web,No Offer,0
36711,60213,8,782,1072,0,9,272.84,1,0,0,Phone,Buy One Get One,0
36712,60215,13,164,704,0,2,85.17,0,1,1,Phone,No Offer,0
36713,60223,13,517,469,0,1,357.83,1,0,0,Phone,Buy One Get One,0
36714,60227,13,778,627,0,10,93.03,0,1,0,Phone,Buy One Get One,0
36715,60228,28,643,401,0,9,273.14,1,0,0,Phone,Discount,1
36716,60229,13,137,461,0,2,256.75,1,0,0,Web,No Offer,1
36717,60230,10,15,1246,0,12,62.51,0,1,0,Web,Buy One Get One,0
36718,60233,9,468,99,0,1,1400.87,1,1,1,Multichannel,Discount,1
36719,60235,8,96,1240,0,4,183.95,1,0,0,Web,Discount,0
